id,cuisine
27178,mexican
47880,chinese
29197,spanish
16347,mexican
20333,mexican
29112,chinese
7510,italian
13897,mexican
35699,moroccan
20520,mexican
38920,mexican
21775,indian
37475,japanese
40131,cajun_creole
1939,mexican
48268,spanish
34815,italian
13797,italian
39063,chinese
29064,chinese
26896,spanish
29477,italian
3352,irish
4966,mexican
7316,italian
23879,mexican
16525,greek
32843,french
39574,filipino
32737,cajun_creole
44788,greek
28772,italian
34189,mexican
33719,cajun_creole
25846,indian
1423,indian
4328,vietnamese
579,french
5219,indian
2314,southern_us
31143,moroccan
13409,thai
3281,greek
15804,vietnamese
40835,indian
39262,korean
37013,spanish
14807,jamaican
47956,spanish
2580,mexican
13720,brazilian
23008,japanese
5951,indian
39312,mexican
6176,southern_us
17617,indian
57,mexican
43422,indian
49403,spanish
44751,irish
21865,brazilian
26584,southern_us
39355,korean
14038,mexican
45396,mexican
49715,mexican
41515,thai
30445,greek
4090,mexican
17207,thai
40376,british
19398,mexican
22347,vietnamese
49671,mexican
40854,italian
926,chinese
47919,mexican
20571,italian
18866,british
48742,mexican
14577,italian
29481,italian
40996,italian
34470,french
31147,mexican
35932,italian
27221,italian
48301,italian
29925,thai
48640,thai
22873,southern_us
10565,cajun_creole
15509,italian
37569,french
13306,chinese
40474,italian
15182,indian
8609,chinese
32168,southern_us
1125,mexican
25244,italian
46889,mexican
13841,chinese
47135,moroccan
29036,indian
43533,chinese
41631,cajun_creole
22124,southern_us
18836,cajun_creole
35695,french
5141,indian
41894,moroccan
4972,italian
34195,vietnamese
14183,british
15188,jamaican
8734,italian
30946,russian
5588,cajun_creole
49554,southern_us
1270,japanese
1259,vietnamese
45986,greek
22351,southern_us
300,mexican
9278,british
10021,indian
17014,chinese
40855,italian
18362,chinese
16292,chinese
29924,indian
47174,cajun_creole
4856,italian
15417,italian
19875,french
42228,italian
36264,mexican
14571,southern_us
23496,chinese
43879,mexican
23431,moroccan
5499,italian
247,chinese
48795,indian
47113,italian
489,indian
13036,korean
4838,italian
40630,indian
17576,italian
29972,japanese
8123,indian
35918,mexican
42669,mexican
24632,mexican
35740,mexican
45670,italian
28041,filipino
46688,korean
10309,vietnamese
15367,indian
30562,southern_us
47151,moroccan
47300,thai
31200,french
5749,southern_us
41807,french
13990,mexican
23572,greek
872,french
38085,vietnamese
5248,japanese
26309,moroccan
26880,mexican
41559,mexican
8059,southern_us
26041,thai
30019,indian
7207,indian
30309,french
2092,british
8023,chinese
4016,southern_us
24631,french
35068,southern_us
8523,mexican
28463,italian
8629,french
43829,cajun_creole
22129,french
34505,japanese
38200,chinese
36513,chinese
32187,italian
7788,southern_us
31130,filipino
40483,italian
2224,southern_us
14143,italian
22889,indian
17406,chinese
10451,thai
19844,italian
23416,russian
33874,french
39951,italian
41361,mexican
44659,indian
8836,french
21709,southern_us
22993,thai
39191,chinese
17182,mexican
20507,korean
42397,italian
18897,italian
3797,thai
11041,brazilian
807,vietnamese
3514,italian
12936,vietnamese
15050,southern_us
43377,french
10471,chinese
30721,mexican
14333,indian
6260,chinese
7712,southern_us
19048,southern_us
21455,mexican
18575,cajun_creole
47647,french
35947,mexican
14499,italian
43525,british
5723,italian
48497,italian
43822,southern_us
525,greek
30594,mexican
47948,southern_us
2099,indian
43863,mexican
24711,thai
15230,indian
21680,japanese
36218,mexican
41622,chinese
34809,italian
5110,french
27214,french
34803,french
36822,greek
6912,thai
20373,italian
29157,southern_us
6327,mexican
35502,mexican
8305,jamaican
35598,brazilian
48538,indian
49358,indian
44506,mexican
39146,indian
29270,italian
20560,mexican
24169,southern_us
41537,italian
10431,british
31517,thai
34049,chinese
26964,thai
49655,italian
9101,italian
30377,italian
7046,indian
47969,mexican
18971,southern_us
38891,southern_us
29506,thai
40305,cajun_creole
21255,italian
15578,mexican
24894,southern_us
32089,chinese
46097,filipino
40982,italian
12543,indian
38366,southern_us
32925,spanish
17506,thai
48389,southern_us
41804,korean
9961,vietnamese
24939,indian
39599,british
45838,mexican
48875,indian
25531,chinese
3009,cajun_creole
31965,italian
16901,italian
13370,italian
2954,vietnamese
40353,italian
8207,jamaican
10933,korean
38206,indian
14110,mexican
19128,italian
32616,indian
27748,mexican
31858,british
20510,italian
17602,thai
35665,japanese
46589,indian
8178,mexican
34880,italian
42527,mexican
29682,filipino
32166,thai
30343,irish
15385,cajun_creole
18372,chinese
29211,british
23269,japanese
4561,mexican
27365,brazilian
49032,japanese
22064,french
12060,french
47834,southern_us
25815,southern_us
34036,chinese
19326,chinese
44078,thai
31090,italian
17485,southern_us
708,italian
5350,vietnamese
29754,filipino
18309,italian
46871,spanish
27300,southern_us
41890,mexican
49548,british
11392,french
1354,thai
48819,southern_us
19097,french
42113,greek
24060,thai
25849,mexican
4543,french
25306,southern_us
41966,italian
48719,indian
48191,thai
8826,french
42703,mexican
16083,greek
26613,indian
28088,italian
39965,french
36239,italian
4322,brazilian
9951,italian
3045,mexican
28585,greek
39841,italian
25913,indian
39715,thai
23135,spanish
47022,indian
24160,southern_us
18619,italian
12574,korean
22681,indian
33692,cajun_creole
538,mexican
22118,japanese
21890,southern_us
36340,filipino
27973,italian
12870,mexican
22564,korean
35063,italian
7000,french
11318,moroccan
47001,mexican
11395,japanese
23507,chinese
47242,french
48957,italian
17721,italian
25138,french
47438,italian
47162,french
42459,greek
6486,mexican
24116,indian
31596,chinese
38887,chinese
10665,jamaican
13712,british
2633,french
35784,irish
45204,irish
46722,southern_us
34949,russian
35321,chinese
46430,southern_us
34431,southern_us
30890,cajun_creole
42132,russian
15702,mexican
47719,italian
45160,spanish
20600,southern_us
10800,greek
30479,greek
9457,cajun_creole
26571,filipino
42942,italian
36635,mexican
43617,chinese
16911,mexican
122,mexican
22340,mexican
37007,italian
23595,italian
25233,french
5503,filipino
47338,indian
44695,chinese
7141,southern_us
14564,italian
19655,british
35326,indian
35922,mexican
28171,italian
1322,italian
14923,southern_us
42344,italian
16380,mexican
15233,indian
8338,chinese
41014,southern_us
30440,mexican
23043,chinese
20788,cajun_creole
14375,spanish
1184,chinese
34280,french
46171,cajun_creole
31834,korean
14759,mexican
15855,korean
6662,italian
15056,greek
34873,chinese
20089,southern_us
20015,mexican
18402,southern_us
6418,southern_us
1454,chinese
14070,japanese
26424,korean
27349,indian
26459,korean
13151,mexican
12264,italian
18366,italian
46851,indian
18954,italian
39858,chinese
43500,british
21656,italian
10505,chinese
5313,moroccan
28951,chinese
19961,indian
1795,italian
9917,southern_us
26180,mexican
9726,italian
47689,cajun_creole
7866,mexican
41625,mexican
35160,mexican
4430,french
39082,irish
46186,indian
11988,indian
24177,japanese
31849,italian
41194,moroccan
36968,mexican
42330,chinese
36791,thai
19704,italian
4933,indian
4255,mexican
37105,italian
35848,mexican
17416,mexican
39066,italian
36270,cajun_creole
24406,jamaican
20517,italian
27630,mexican
19670,french
4685,french
45260,italian
378,chinese
40841,southern_us
27632,japanese
12193,mexican
38047,mexican
10170,italian
25043,chinese
23851,italian
14743,chinese
13294,french
26466,thai
32002,italian
37526,southern_us
8888,italian
38945,italian
38546,cajun_creole
38869,french
10556,mexican
3296,italian
25977,mexican
32025,mexican
44087,italian
32762,british
824,indian
44636,italian
542,chinese
38218,french
41930,brazilian
1987,southern_us
37378,southern_us
8873,italian
1513,vietnamese
44013,mexican
38042,indian
11576,jamaican
24510,french
823,italian
23443,chinese
34870,indian
3846,southern_us
14993,french
16854,mexican
5886,mexican
33793,italian
2999,british
20843,mexican
29153,chinese
33790,greek
16516,indian
37887,french
18466,indian
48033,moroccan
45404,italian
4175,mexican
31986,italian
38555,japanese
26832,chinese
19810,brazilian
49086,mexican
39579,cajun_creole
25551,cajun_creole
42549,moroccan
22052,mexican
45632,greek
4143,mexican
11310,italian
32839,japanese
48171,southern_us
22896,italian
10878,mexican
31643,mexican
47624,filipino
35141,italian
13498,chinese
24566,french
16533,british
15437,mexican
19426,greek
32416,mexican
2427,italian
9178,southern_us
40606,italian
28450,mexican
7946,italian
21756,greek
17843,southern_us
44066,british
7427,chinese
11297,french
42965,greek
23067,southern_us
35066,thai
27938,greek
39075,greek
20200,thai
19823,italian
12336,chinese
34714,cajun_creole
45388,southern_us
25639,greek
33985,french
25524,vietnamese
19641,chinese
11106,chinese
22165,italian
35412,italian
23475,japanese
1570,french
12815,moroccan
37253,moroccan
16900,chinese
7701,french
49391,mexican
1132,french
13051,mexican
2284,chinese
21410,british
25604,greek
45746,thai
35911,southern_us
26608,japanese
16991,french
40657,mexican
47960,southern_us
38408,southern_us
1295,vietnamese
40139,russian
38538,southern_us
26420,spanish
10326,japanese
5181,mexican
18210,indian
3241,southern_us
27062,spanish
41527,thai
45484,mexican
38755,russian
47246,italian
164,spanish
723,british
299,italian
1519,mexican
34077,japanese
45254,indian
34760,italian
11154,mexican
26274,italian
15081,italian
45100,mexican
1417,italian
32083,italian
29971,italian
17679,cajun_creole
36539,indian
34975,mexican
4633,italian
10321,southern_us
35565,greek
26919,chinese
9549,cajun_creole
31863,mexican
22053,greek
19443,french
18540,italian
23354,italian
13859,spanish
23904,thai
6675,italian
18595,southern_us
12967,chinese
17283,southern_us
23211,mexican
14358,mexican
31398,indian
42650,italian
25258,chinese
18457,vietnamese
11810,mexican
9499,spanish
11943,indian
6810,chinese
34323,british
23296,korean
45927,italian
45196,southern_us
19917,japanese
20210,italian
41629,chinese
39907,italian
4956,mexican
37058,greek
20859,chinese
3315,italian
4401,cajun_creole
21361,italian
44164,french
26391,italian
47771,italian
44140,greek
43739,indian
12481,irish
12292,vietnamese
15965,indian
23409,thai
39005,chinese
2774,indian
14529,korean
16926,moroccan
26890,brazilian
9663,french
43052,vietnamese
24193,southern_us
5476,spanish
10048,greek
1981,cajun_creole
12194,indian
22202,irish
7626,chinese
37365,mexican
44144,thai
37723,french
47194,thai
30827,italian
33108,indian
2075,southern_us
6326,italian
11083,mexican
30311,japanese
45371,moroccan
18232,indian
9768,japanese
6648,southern_us
35650,cajun_creole
23013,italian
6669,mexican
42670,mexican
18155,mexican
44622,thai
28426,mexican
23743,mexican
14176,brazilian
9576,italian
36577,mexican
16671,italian
22964,thai
16424,french
47225,italian
17565,french
36401,cajun_creole
30314,italian
32982,jamaican
21866,french
1475,french
13053,italian
33983,southern_us
24051,italian
22800,italian
16561,chinese
2740,southern_us
219,mexican
48737,greek
2164,french
13579,italian
71,southern_us
12420,mexican
35209,mexican
11472,indian
43172,chinese
24927,italian
37102,italian
10743,southern_us
27874,indian
9565,italian
21419,french
767,korean
28308,italian
37605,italian
9558,british
31527,italian
2419,chinese
7541,chinese
11400,greek
23487,italian
8087,french
21906,russian
48830,mexican
37328,southern_us
45490,italian
9710,italian
16153,mexican
39537,southern_us
13923,cajun_creole
8120,southern_us
12923,cajun_creole
1556,korean
6871,italian
34201,russian
36146,russian
33170,southern_us
20082,mexican
26517,southern_us
15214,mexican
34092,southern_us
40902,cajun_creole
44452,greek
2083,italian
44897,mexican
17850,irish
26693,italian
19618,indian
35589,indian
46084,italian
17256,mexican
47570,mexican
32796,indian
27047,italian
39487,italian
130,thai
17627,cajun_creole
29072,southern_us
1108,southern_us
22666,southern_us
41630,southern_us
27289,italian
42299,italian
36078,italian
7098,jamaican
46999,thai
28791,chinese
39576,mexican
2447,french
22449,cajun_creole
23828,mexican
5660,southern_us
47460,mexican
17912,cajun_creole
12288,southern_us
44037,italian
20875,mexican
6500,korean
13813,mexican
4907,indian
38186,italian
9816,mexican
8170,southern_us
21681,mexican
42384,italian
35366,indian
34244,indian
35421,mexican
33457,mexican
28026,chinese
38122,indian
21362,french
42253,cajun_creole
21994,italian
34457,vietnamese
40229,korean
10181,mexican
38257,jamaican
40992,mexican
15617,southern_us
34754,thai
45459,italian
31295,cajun_creole
44977,southern_us
18322,japanese
23257,mexican
10084,chinese
16445,indian
10594,vietnamese
26828,italian
47643,chinese
49680,thai
27446,italian
8731,spanish
37341,filipino
42241,korean
13669,french
21403,jamaican
688,mexican
23894,italian
35753,french
44692,italian
235,mexican
20982,moroccan
10166,mexican
2187,russian
5022,mexican
49037,italian
44478,russian
8912,filipino
8919,italian
23856,southern_us
14647,mexican
48870,filipino
14377,mexican
18548,french
39591,italian
46746,italian
31926,italian
10159,thai
11342,chinese
32421,southern_us
19969,italian
3029,southern_us
39565,southern_us
7426,southern_us
20624,italian
4385,british
18761,french
46710,korean
46241,southern_us
14208,mexican
29323,brazilian
40663,italian
32391,mexican
9506,italian
35402,italian
48796,italian
4657,chinese
2404,mexican
36923,russian
41762,french
19344,chinese
19876,italian
39452,southern_us
19209,jamaican
35461,thai
5784,southern_us
40345,french
24765,southern_us
25563,southern_us
40680,mexican
36932,cajun_creole
28106,mexican
12717,mexican
40100,greek
6960,filipino
20724,japanese
24433,italian
32118,chinese
22353,italian
23040,mexican
46246,italian
36642,southern_us
21579,italian
24073,chinese
16775,thai
24732,spanish
24221,italian
33300,french
34971,thai
19777,italian
24337,italian
24709,japanese
28557,french
8963,filipino
31515,cajun_creole
22575,vietnamese
11011,italian
42030,italian
48012,chinese
13623,chinese
49552,mexican
5702,chinese
3847,italian
34221,italian
4312,italian
35834,moroccan
11849,cajun_creole
38290,indian
3064,southern_us
30099,italian
37354,mexican
27877,italian
45642,southern_us
10629,mexican
17557,mexican
3725,mexican
49507,french
5560,indian
42239,indian
29559,thai
46028,southern_us
26523,mexican
28313,indian
32502,thai
43610,filipino
35563,italian
22160,chinese
11258,chinese
36220,japanese
15974,french
30449,indian
29676,mexican
29951,chinese
2268,british
36813,mexican
28096,mexican
40471,italian
6545,french
33598,moroccan
22338,mexican
41918,thai
2133,mexican
42259,thai
11056,mexican
7034,italian
17040,italian
35238,french
46155,southern_us
23356,italian
3909,greek
22107,mexican
1656,southern_us
9302,southern_us
19473,italian
13566,jamaican
23424,italian
4139,southern_us
15970,southern_us
47732,cajun_creole
37251,french
44870,vietnamese
9773,italian
2131,cajun_creole
6381,italian
9613,italian
47364,japanese
34376,italian
26408,japanese
4763,italian
18982,mexican
2766,chinese
19247,korean
13462,french
19678,southern_us
22814,italian
18582,russian
3124,vietnamese
19347,greek
8812,italian
22037,irish
15423,italian
35960,southern_us
49336,mexican
1255,italian
17646,italian
20631,italian
19492,mexican
22895,italian
18607,chinese
34569,chinese
48356,spanish
12252,southern_us
21071,italian
22458,southern_us
19585,southern_us
15597,french
15038,southern_us
20028,mexican
29764,mexican
17206,japanese
40901,mexican
37954,chinese
16933,thai
42657,moroccan
21846,chinese
33834,southern_us
25873,southern_us
5938,italian
34762,spanish
39835,brazilian
5805,indian
13914,chinese
45924,moroccan
41460,italian
37287,italian
25059,italian
34872,mexican
7524,chinese
10427,chinese
8014,italian
14740,italian
24329,filipino
38514,thai
12665,vietnamese
24655,italian
7078,chinese
15995,southern_us
15861,southern_us
30662,mexican
17836,italian
2078,french
3600,filipino
46302,indian
28375,southern_us
34839,japanese
18345,greek
23205,french
34763,cajun_creole
26692,spanish
10317,vietnamese
11767,spanish
36881,italian
33468,japanese
20669,mexican
18159,french
22891,russian
39588,italian
35941,japanese
15981,mexican
26013,chinese
5076,japanese
1573,italian
39380,italian
13845,southern_us
35146,russian
32924,french
9567,italian
35203,spanish
39666,french
17786,thai
21936,italian
8668,southern_us
41339,southern_us
32268,italian
29706,mexican
42032,jamaican
8105,southern_us
11218,french
7159,italian
47817,italian
1572,indian
38720,cajun_creole
14780,mexican
31839,mexican
6501,mexican
39533,southern_us
22820,southern_us
9619,southern_us
14025,greek
19697,italian
5370,southern_us
32639,chinese
15249,japanese
47776,greek
48134,brazilian
24141,chinese
4117,chinese
20578,southern_us
47585,french
20326,brazilian
43932,chinese
29704,korean
12447,cajun_creole
38117,filipino
2684,greek
25371,mexican
25518,irish
27083,italian
16073,indian
45667,southern_us
44188,spanish
44888,mexican
41594,cajun_creole
1061,thai
6536,spanish
31586,chinese
9792,italian
40395,vietnamese
24861,italian
32253,indian
31082,southern_us
19298,japanese
6600,brazilian
46939,southern_us
6092,southern_us
36600,italian
45979,brazilian
46910,southern_us
14174,greek
10609,mexican
28647,greek
19066,brazilian
16803,greek
49114,spanish
14664,italian
39670,french
4583,indian
31121,southern_us
12589,jamaican
22551,italian
11817,greek
22003,indian
42091,chinese
45966,southern_us
6811,southern_us
2711,italian
44757,filipino
5349,italian
30294,japanese
48944,indian
44048,italian
411,southern_us
44998,japanese
18078,thai
48533,italian
16485,vietnamese
32939,french
11808,italian
23059,chinese
16466,cajun_creole
7315,british
13178,indian
2751,indian
41395,mexican
20534,italian
12111,french
38708,southern_us
37481,cajun_creole
28048,mexican
13123,british
2174,french
17190,chinese
25756,mexican
38180,moroccan
26892,cajun_creole
23757,mexican
8553,french
36272,thai
35224,indian
5203,southern_us
23565,irish
31420,greek
43491,chinese
38773,italian
15223,indian
17763,french
24528,italian
21704,southern_us
45329,mexican
48876,italian
3741,mexican
47710,french
9182,british
13782,mexican
3369,korean
11985,southern_us
39817,chinese
26869,greek
37461,indian
24217,mexican
2474,italian
45929,japanese
12768,french
924,southern_us
13258,british
7955,indian
37056,southern_us
17934,mexican
5843,jamaican
46881,italian
4049,mexican
24173,southern_us
4683,spanish
32612,chinese
11314,mexican
13550,mexican
2483,indian
9573,italian
34113,vietnamese
37865,vietnamese
36951,brazilian
4703,indian
10734,indian
40444,jamaican
44334,southern_us
35991,italian
34020,southern_us
3743,french
18305,chinese
7877,italian
10606,southern_us
30584,italian
9266,indian
35196,mexican
41070,mexican
25930,filipino
48564,southern_us
14213,thai
6618,mexican
18479,cajun_creole
10279,french
30750,cajun_creole
45701,italian
22947,korean
6467,japanese
16365,indian
7184,greek
23270,mexican
41805,southern_us
7537,japanese
18616,japanese
42857,indian
37906,cajun_creole
16846,italian
573,mexican
26657,greek
12408,british
38232,greek
33447,british
40227,mexican
35760,italian
1385,italian
47866,italian
30871,french
22604,korean
39397,mexican
38782,jamaican
45343,italian
26112,jamaican
10209,french
31702,moroccan
37943,chinese
23471,mexican
3529,vietnamese
46794,french
16626,thai
32361,japanese
20932,moroccan
11183,thai
33661,italian
12681,mexican
2450,mexican
23979,southern_us
18465,italian
28234,italian
47449,mexican
33869,indian
4924,mexican
18862,thai
30556,thai
35762,french
7396,jamaican
21232,mexican
18299,british
35468,french
42838,italian
33972,russian
46021,southern_us
1627,italian
28873,italian
38927,mexican
25262,chinese
19152,italian
11061,moroccan
27000,cajun_creole
37396,chinese
47358,mexican
47825,italian
24681,italian
37706,french
44056,cajun_creole
38298,greek
30788,italian
36144,italian
21792,chinese
31745,mexican
15104,french
30589,thai
14235,indian
2608,moroccan
34828,southern_us
3282,southern_us
4336,southern_us
25666,jamaican
17831,mexican
17008,cajun_creole
35845,mexican
19494,french
30797,indian
33763,mexican
19950,southern_us
23089,irish
32074,japanese
49640,japanese
8403,japanese
15879,italian
7949,mexican
31483,thai
32928,southern_us
27647,southern_us
34616,italian
21113,french
41599,cajun_creole
23924,chinese
36335,italian
36194,spanish
10980,mexican
45999,southern_us
3943,southern_us
188,italian
5799,mexican
20964,british
2716,italian
5464,italian
17640,italian
39437,jamaican
14835,thai
3094,italian
14826,italian
30173,moroccan
37811,italian
22363,japanese
6369,british
26850,mexican
48887,italian
44405,italian
21477,spanish
32697,indian
38843,mexican
20076,filipino
26429,mexican
35648,thai
41794,mexican
22100,french
30216,italian
17656,vietnamese
17317,italian
4928,italian
43965,mexican
6404,cajun_creole
12274,chinese
6651,southern_us
40406,french
40933,british
23419,mexican
37867,mexican
28834,italian
23912,chinese
4791,mexican
36354,japanese
32298,southern_us
44577,japanese
48859,chinese
32485,cajun_creole
8394,cajun_creole
7708,british
38385,southern_us
22622,thai
29716,thai
44462,mexican
9422,mexican
22499,mexican
36,italian
434,italian
5479,mexican
42420,southern_us
47346,indian
44568,mexican
38650,greek
19191,spanish
22848,irish
17886,mexican
6036,british
38608,british
12890,japanese
15709,southern_us
13125,southern_us
48454,italian
36627,southern_us
47884,italian
28,southern_us
45365,italian
40795,filipino
17651,indian
1530,spanish
17604,chinese
4700,mexican
24972,italian
23525,mexican
7092,italian
43757,mexican
4808,mexican
7249,southern_us
27589,chinese
47523,french
44244,french
10383,chinese
37285,mexican
21332,chinese
7311,greek
28052,italian
31653,italian
1740,italian
5484,mexican
41406,southern_us
41907,southern_us
46515,mexican
38392,italian
15925,thai
5094,japanese
31816,italian
35713,french
31296,mexican
41640,french
22419,indian
47874,filipino
6570,italian
6936,mexican
34063,southern_us
34141,filipino
44572,southern_us
28425,italian
38481,mexican
18955,italian
46466,italian
5692,jamaican
39836,mexican
33718,french
36250,italian
286,moroccan
29766,italian
20541,british
31173,british
46440,french
23905,irish
37232,british
8517,italian
21249,cajun_creole
32700,southern_us
22845,italian
45461,italian
1307,french
30010,french
21646,mexican
28148,italian
26450,jamaican
16602,mexican
9928,italian
27063,southern_us
22273,italian
12744,indian
28272,jamaican
30350,cajun_creole
23362,southern_us
13645,greek
16942,southern_us
34970,italian
27829,british
38058,mexican
13256,thai
31859,italian
43027,southern_us
22235,chinese
2933,southern_us
45981,italian
11460,italian
33770,cajun_creole
24399,french
8006,mexican
48885,french
42585,moroccan
40160,mexican
45541,mexican
22410,vietnamese
26226,thai
4591,indian
5457,indian
39085,mexican
24040,mexican
6576,japanese
34310,southern_us
27350,greek
9968,filipino
2464,italian
27952,chinese
43388,mexican
33143,mexican
28083,thai
15927,mexican
10255,irish
8011,southern_us
5195,thai
36015,mexican
40910,french
11309,french
47556,southern_us
27958,greek
27198,mexican
643,filipino
40853,indian
15815,japanese
2063,italian
19827,southern_us
33443,italian
44632,korean
26773,thai
3203,brazilian
32873,french
24806,chinese
45942,french
1324,french
32526,japanese
48093,spanish
48942,italian
8845,french
11546,italian
44358,mexican
3209,french
10553,italian
44430,italian
44712,italian
16351,indian
44644,italian
31670,indian
49147,southern_us
19750,southern_us
48121,thai
22722,southern_us
9910,spanish
14236,italian
48341,southern_us
23190,thai
20362,southern_us
44794,southern_us
39419,mexican
13526,southern_us
42270,italian
37208,mexican
33824,italian
29953,italian
16387,korean
37672,french
1868,italian
24984,thai
47128,greek
44303,korean
20318,japanese
7513,italian
13261,italian
19259,chinese
31103,southern_us
24037,italian
29984,southern_us
28159,southern_us
5318,indian
23962,mexican
2084,spanish
41793,french
18960,french
17025,brazilian
15510,irish
36832,japanese
20643,french
4154,mexican
10510,chinese
45117,southern_us
43403,italian
42471,indian
6942,italian
33309,french
6689,southern_us
48687,italian
9880,italian
25590,southern_us
21842,brazilian
27151,indian
565,japanese
21740,indian
42399,chinese
35928,greek
47060,british
43147,indian
16625,italian
16769,spanish
12515,southern_us
14731,chinese
11658,italian
49467,vietnamese
19749,italian
39723,chinese
5722,mexican
31967,southern_us
39857,filipino
16534,italian
27334,italian
32215,mexican
34903,southern_us
24990,southern_us
31307,french
38874,mexican
24130,italian
27816,chinese
939,chinese
38293,southern_us
7889,cajun_creole
22114,cajun_creole
24614,japanese
48827,filipino
3387,irish
41676,mexican
3152,mexican
38805,mexican
27078,chinese
34940,italian
16855,chinese
41891,mexican
36715,indian
49455,mexican
26522,spanish
28420,italian
329,french
18986,mexican
31705,italian
7402,italian
10212,southern_us
10640,korean
38014,indian
5172,italian
26986,mexican
5088,vietnamese
24522,southern_us
1900,mexican
4801,mexican
27932,japanese
30941,italian
42354,mexican
48854,russian
39058,italian
34294,french
46593,greek
22582,mexican
36937,mexican
34596,southern_us
42570,french
10147,southern_us
44796,mexican
46819,spanish
30905,cajun_creole
34980,italian
49265,spanish
37563,french
25673,chinese
14267,french
32410,cajun_creole
26392,thai
27384,french
43045,chinese
22576,mexican
11597,greek
22656,vietnamese
47811,greek
7925,french
14860,japanese
27525,chinese
7798,italian
10848,italian
19062,french
32224,italian
11529,mexican
12155,italian
30628,greek
21909,japanese
14291,mexican
3323,cajun_creole
6502,southern_us
25833,italian
31108,british
47484,greek
27396,italian
48147,filipino
10489,mexican
12014,indian
4904,mexican
36607,italian
